9.66433e-05,-0.000137486,3.81896e-05,9.30461e-05,-4.40523e-05,-4.4052e-05,9.30462e-05,3.81892e-05,-0.000137486,9.66431e-05
0.173603,0.173555,0.17362,0.173533,0.173465,0.173465,0.173533,0.17362,0.173555,0.173603
0.198016,0.198094,0.198082,0.198113,0.197878,0.197878,0.198113,0.198082,0.198094,0.198016
0.244124,0.244031,0.243677,0.24386,0.243953,0.243953,0.24386,0.243677,0.244031,0.244124
0.221781,0.221364,0.221426,0.221367,0.221658,0.221658,0.221367,0.221426,0.221364,0.221781
-1.19193e-05,5.32337e-05,0.000154147,2.59375e-05,-0.000156636,-0.000156639,2.59407e-05,0.000154143,5.32315e-05,-1.19182e-05
-0.000223266,-0.000175254,-3.15202e-05,-7.80104e-05,-0.000281737,-0.000281739,-7.8007e-05,-3.15218e-05,-0.000175254,-0.000223266
-0.000312591,-0.00025103,1.86438e-05,-5.62018e-05,-0.000265884,-0.000265884,-5.61989e-05,1.8643e-05,-0.00025103,-0.000312591
-0.000536385,-0.0001764,0.000180159,-0.000309441,-0.000191042,-0.000191041,-0.000309439,0.00018016,-0.000176399,-0.000536386
7.53018e-05,-0.000242386,-0.000105923,-2.68242e-05,-0.000503032,-0.00050303,-2.68241e-05,-0.000105921,-0.000242388,7.53029e-05
