0.41624592739469823,1
0.43937801525716919,2
0.2735634553192659,3
0.14528153307232838,4
0.063822894676906022,5
0.035282410941425042,6
0.022164154523179075,7
0.012549184612338905,8
0.0095935020133625891,9
0.0064621390168478092,10
0.0043500811915164368,11
0.0029655147866634868,12
0.0022279335794097837,13
0.0013708605803193102,14
0.0010300997243874637,15
0.00077142594544216624,16
0.00056474176387859222,17
0.0003343252469106039,18
0.00024807823649120042,19
0.00017990728203311134,20
0.00011639580898565882,21
9.6355766944401848e-05,22
6.4312590231751607e-05,23
3.9461094047064767e-05,24
2.9432797199894452e-05,25
1.8686452887147262e-05,26
1.0432862227606194e-05,27
6.8528291480949796e-06,28
4.7656453768589812e-06,29
2.7856791478780247e-06,30
1.395576034406804e-06,31
9.50815094966177e-07,32
