-0.000175619,-3.38372e-05,-5.94887e-05,-1.22094e-06,8.03498e-05,8.03576e-05,-1.22895e-06,-5.95498e-05,-3.3813e-05,-0.000175606
0.17359,0.17346,0.173522,0.173475,0.17353,0.17353,0.173475,0.173522,0.17346,0.17359
0.19808,0.198008,0.198119,0.197722,0.198232,0.198232,0.197722,0.198119,0.198008,0.19808
0.244018,0.243938,0.243719,0.243439,0.244031,0.244031,0.243439,0.243719,0.243938,0.244018
0.221479,0.221536,0.221192,0.221292,0.221872,0.221872,0.221292,0.221192,0.221536,0.221479
-0.0001142,8.25763e-05,8.25783e-05,-0.000332154,0.000372921,0.000372922,-0.000332151,8.25792e-05,8.25765e-05,-0.000114201
0.000240621,7.20976e-05,-4.9802e-05,-4.08284e-05,0.000318373,0.000318378,-4.08223e-05,-4.98067e-05,7.20992e-05,0.000240623
0.000310283,0.000126904,7.46793e-05,0.000288233,-0.000162687,-0.00016268,0.000288237,7.46852e-05,0.000126904,0.000310282
0.000316165,-0.000420325,0.000309342,9.33821e-05,-0.000206944,-0.000206941,9.33863e-05,0.000309345,-0.00042033,0.000316165
0.000413121,-0.000686182,-0.00040444,9.19434e-05,-0.00010212,-0.000102119,9.19448e-05,-0.000404438,-0.000686184,0.000413119
