0.30506451687839831,1
0.30498762393936379,2
0.23954725578851074,3
0.088721989403625259,4
0.053537415712841832,5
0.027034098135220352,6
0.015567745598666569,7
0.010019391493029113,8
0.0066746975600006997,9
0.0049247533671365959,10
0.0032258889413866233,11
0.0024977783821767555,12
0.0020284516428765642,13
0.0015051767032885546,14
0.00125061140984824,15
0.00106523751588851,16
0.00087384165757890624,17
0.00068443647108664123,18
0.00060474317093374744,19
0.00051158884590468386,20
0.00041678663443628757,21
0.00038322156100942668,22
0.00034089941490970368,23
0.00029558655681449384,24
0.00026609813665979165,25
0.00024063628762124178,26
0.00021357722019279269,27
0.00019106112163564846,28
0.00017552600950980908,29
0.00015559655449379794,30
0.0001437496802515586,31
0.00013423244574064798,32
0.00011991845551021416,33
0.00010652089337605321,34
9.9625372745428581e-05,35
9.11665112380412e-05,36
8.3370005880717649e-05,37
7.8620002615711117e-05,38
7.3561299224631735e-05,39
6.7161848486807998e-05,40
6.2226949013532672e-05,41
5.8956516072568837e-05,42
5.349835829044108e-05,43
4.9107210079960077e-05,44
4.612798897014965e-05,45
4.2570728164231129e-05,46
3.8248963335394626e-05,47
3.5855242174767281e-05,48
3.344859269018178e-05,49
3.1191841953096225e-05,50
2.9240930733734706e-05,51
2.8025504420373875e-05,52
2.6333729328512646e-05,53
2.4956696666506404e-05,54
2.325681679176804e-05,55
2.2074663600768454e-05,56
2.0483599094428987e-05,57
1.9376036854002525e-05,58
1.8647935646985219e-05,59
