-9.7924e-06,7.84771e-05,1.70069e-05,-3.52646e-05,-3.26415e-05,-1.15853e-05,1.65366e-05,7.57327e-05,8.08256e-05,0.000109458
0.173607,0.173488,0.173421,0.173517,0.173537,0.173567,0.173554,0.173529,0.173519,0.173559
0.197941,0.198049,0.198196,0.197944,0.198033,0.198017,0.19804,0.198009,0.197939,0.197913
0.243815,0.243797,0.243859,0.243715,0.243766,0.243813,0.243912,0.243733,0.243724,0.243806
0.221409,0.221494,0.22149,0.221361,0.22145,0.221685,0.221713,0.221269,0.22134,0.221228
-1.68584e-05,0.000105044,9.62595e-05,-0.000201187,-0.000104294,0.000163844,0.000178221,-0.000143177,-0.00011759,-0.00026824
0.000112741,2.74554e-05,5.65166e-05,-0.000190647,-0.00010116,0.0002724,0.000182655,-0.000218033,-0.000345486,-0.00039118
0.000151492,0.000161299,3.32033e-05,-5.32684e-05,-4.2747e-05,0.00013422,0.000120031,-4.86168e-05,-0.000247395,-0.000499588
-3.43544e-05,-0.000215336,-0.000191921,-8.04758e-05,9.04823e-05,0.000127642,-8.60892e-05,-0.000120528,-0.000215258,-0.000250982
5.32394e-05,-0.000129429,-8.37731e-05,-0.000118461,-1.60164e-05,1.8882e-06,-0.000110703,4.46563e-05,0.000156032,0.000130497
