-4.27207e-05,-8.20246e-06,8.70202e-05,2.66679e-05,-4.31625e-05,-4.31588e-05,2.668e-05,8.70326e-05,-8.1891e-06,-4.27147e-05
0.17354,0.173441,0.173614,0.173562,0.173605,0.173605,0.173562,0.173614,0.173441,0.17354
0.198161,0.197973,0.197935,0.197973,0.198012,0.198012,0.197973,0.197935,0.197973,0.198161
0.243897,0.243915,0.243969,0.243837,0.243887,0.243887,0.243837,0.243969,0.243915,0.243897
0.221644,0.221437,0.221357,0.22157,0.221293,0.221293,0.22157,0.221357,0.221437,0.221644
4.01852e-07,3.7398e-05,-0.000137138,0.000367242,-5.37235e-05,-5.3726e-05,0.000367241,-0.000137139,3.73991e-05,4.02877e-07
8.99531e-06,0.000126011,-0.000159923,0.000205284,-0.000193433,-0.000193435,0.000205284,-0.000159926,0.000126014,8.99593e-06
-0.000252344,-0.000328887,-0.000402031,5.41893e-05,0.000115823,0.000115822,5.41887e-05,-0.000402032,-0.000328886,-0.000252343
0.000328307,8.15292e-06,-0.000148079,-4.28263e-05,-7.88859e-05,-7.88866e-05,-4.2827e-05,-0.00014808,8.15064e-06,0.000328307
0.000283345,0.000207985,0.000163922,0.000199085,8.79669e-05,8.79665e-05,0.000199086,0.000163921,0.000207984,0.000283345
