0.053188199057211644,1
0.044586096888983538,2
0.025436225849143016,3
0.015640068947819954,4
0.010395637066405002,5
0.0074300925024445913,6
0.0055335592237262662,7
0.0042740376345064158,8
0.0033589269649375196,9
0.0026837137097327386,10
0.002166909372466652,11
0.0017728068446127574,12
0.0014660050902156104,13
0.0012268279654478677,14
0.0010363702431504731,15
0.00088382610316565743,16
0.00075934030680636152,17
0.00065718922959617418,18
0.00057209276182910616,19
0.00050092321369588468,20
0.00044066555108893829,21
0.00038951847412995979,22
0.0003456346911308356,23
0.00030795129982118778,24
0.00027523727258284292,25
0.00024688650589321716,26
0.00022200574713512983,27
0.00020030374804129596,28
0.0001810319390404902,29
0.00016421057713793299,30
0.00014901290695896083,31
0.00013591297631657053,32
0.00012364371618053187,33
0.00011367270250109022,34
0.00010339937692488227,35
9.6823401002957976e-05,36
8.8301327110075186e-05,37
8.4592890071206388e-05,38
7.7342863530732007e-05,39
7.3695820752404549e-05,40
6.7696676183093374e-05,41
6.5246242310694396e-05,42
6.0042730790564197e-05,43
5.7325501230832106e-05,44
5.308235155942488e-05,45
5.1423776826870366e-05,46
4.7678587732401064e-05,47
4.5234086280365706e-05,48
4.2173786711723548e-05,49
4.1007515326434623e-05,50
3.8287005049656685e-05,51
3.6162127629422558e-05,52
3.3771060120461566e-05,53
3.2894110455872558e-05,54
