0.228346,0.227088,0.217963,0.245581,0.193344,0.258966,0.171117,0.263807,0.189921,0.230653,0.246279,0.173389,0.280466,0.170331,0.243766,0.231123,0.252429,0.202658,0.196943,0.260074,0.124717,0.299424,0.178894,0.239816,0.185272,0.185272,0.239816,0.178894,0.299424,0.124717,0.260074,0.196943,0.202658,0.252429,0.231123,0.243766,0.170331,0.280466,0.173389,0.246279,0.230653,0.189921,0.263807,0.171117,0.258966,0.193344,0.245581,0.217963,0.227088,0.228346
0.213995,0.225512,0.252754,0.213478,0.221453,0.227051,0.209759,0.251981,0.187361,0.236479,0.225333,0.215317,0.17145,0.192505,0.302976,0.219439,0.218527,0.193519,0.167832,0.253194,0.211305,0.236269,0.168871,0.289227,0.210978,0.210978,0.289227,0.168871,0.236269,0.211305,0.253194,0.167832,0.193519,0.218527,0.219439,0.302976,0.192505,0.17145,0.215317,0.225333,0.236479,0.187361,0.251981,0.209759,0.227051,0.221453,0.213478,0.252754,0.225512,0.213995
0.2322,0.234743,0.242774,0.215726,0.210426,0.238601,0.184498,0.169852,0.294181,0.198998,0.195159,0.207576,0.194038,0.287357,0.22796,0.270612,0.175358,0.206424,0.228849,0.146473,0.259269,0.185389,0.257684,0.276861,0.132366,0.132366,0.276861,0.257684,0.185389,0.259269,0.146473,0.228849,0.206424,0.175358,0.270612,0.22796,0.287357,0.194038,0.207576,0.195159,0.198998,0.294181,0.169852,0.184498,0.238601,0.210426,0.215726,0.242774,0.234743,0.2322
0.244149,0.218815,0.216956,0.229839,0.202128,0.251373,0.170259,0.205951,0.244966,0.239739,0.192925,0.154078,0.229787,0.285182,0.265424,0.204291,0.209652,0.179576,0.265934,0.171101,0.130399,0.282681,0.294729,0.203229,0.139194,0.139194,0.203229,0.294729,0.28268,0.130399,0.1711,0.265934,0.179576,0.209652,0.204291,0.265424,0.285182,0.229787,0.154078,0.192925,0.239739,0.244966,0.205951,0.17026,0.251373,0.202128,0.229839,0.216956,0.218815,0.244149
0.2246,0.206824,0.184357,0.224485,0.232662,0.186587,0.211321,0.204718,0.170112,0.199009,0.232749,0.189071,0.222034,0.225634,0.243323,0.256141,0.197097,0.161056,0.18437,0.254195,0.216527,0.168965,0.199033,0.260016,0.186413,0.186413,0.260016,0.199033,0.168965,0.216527,0.254195,0.18437,0.161056,0.197097,0.256141,0.243323,0.225634,0.222034,0.189071,0.232749,0.199009,0.170112,0.204718,0.211321,0.186587,0.232662,0.224485,0.184357,0.206824,0.2246
0.216179,0.187493,0.218238,0.211819,0.155197,0.183785,0.252401,0.162316,0.212123,0.180435,0.12453,0.304234,0.238132,0.1577,0.259109,0.249566,0.180004,0.212226,0.206233,0.19949,0.22059,0.216185,0.212966,0.17784,0.245232,0.245232,0.17784,0.212966,0.216185,0.22059,0.19949,0.206233,0.212226,0.180004,0.249566,0.259109,0.1577,0.238132,0.304234,0.12453,0.180435,0.212123,0.162316,0.252401,0.183785,0.155197,0.211819,0.218238,0.187493,0.216179
0.181252,0.205729,0.20934,0.178217,0.146791,0.204711,0.141412,0.231229,0.207941,0.134613,0.230248,0.228461,0.229158,0.26559,0.218633,0.157516,0.187872,0.235252,0.238412,0.210701,0.21587,0.191052,0.188924,0.247825,0.212385,0.212385,0.247825,0.188924,0.191052,0.215869,0.210701,0.238412,0.235252,0.187872,0.157516,0.218633,0.265589,0.229158,0.228461,0.230248,0.134613,0.207941,0.231229,0.141412,0.204711,0.146791,0.178217,0.20934,0.205729,0.181252
0.128476,0.221435,0.220185,0.126273,0.18825,0.159686,0.210024,0.191287,0.143979,0.240387,0.230495,0.185953,0.229751,0.276364,0.21763,0.164118,0.198121,0.207455,0.203233,0.280008,0.264446,0.150399,0.159898,0.250636,0.238623,0.238623,0.250636,0.159898,0.150399,0.264446,0.280008,0.203233,0.207455,0.198121,0.164118,0.217629,0.276364,0.229751,0.185953,0.230496,0.240387,0.143979,0.191287,0.210024,0.159686,0.18825,0.126273,0.220185,0.221435,0.128476
0.08247,0.267879,0.167333,0.188059,0.177981,0.181653,0.208089,0.216466,0.179494,0.184684,0.254407,0.195645,0.22154,0.268557,0.180644,0.188084,0.229308,0.177439,0.213304,0.297931,0.228053,0.183769,0.209102,0.190643,0.256781,0.256781,0.190643,0.209102,0.183769,0.228053,0.297931,0.213304,0.177439,0.229308,0.188084,0.180644,0.268557,0.22154,0.195645,0.254407,0.184684,0.179494,0.216466,0.208089,0.181653,0.177981,0.188059,0.167333,0.26788,0.08247
0.109243,0.244642,0.232993,0.146978,0.193516,0.250333,0.222289,0.175581,0.210713,0.263815,0.176743,0.168654,0.261606,0.235386,0.199691,0.214968,0.205972,0.208921,0.266712,0.197912,0.179225,0.275611,0.230218,0.175364,0.243115,0.243115,0.175364,0.230218,0.275611,0.179224,0.197912,0.266712,0.208921,0.205972,0.214968,0.199691,0.235386,0.261607,0.168654,0.176743,0.263815,0.210713,0.175581,0.222289,0.250333,0.193516,0.146978,0.232993,0.244642,0.109243
