0.4638457703186179,1
0.59317149768897459,2
0.38890992416055664,3
0.17544322111537844,4
0.098649930232517835,5
0.051339431822182958,6
0.025841638966681145,7
0.015441021571248657,8
0.0069283471493761743,9
0.003507430971685154,10
0.00122434754092471,11
0.0007180130670467336,12
0.00029780064857220715,13
0.00016974955243791471,14
9.3222430373661252e-05,15
4.7740323834889304e-05,16
2.6654631779990136e-05,17
1.3327242835180996e-05,18
7.9880015671566866e-06,19
4.3237280789397214e-06,20
1.9851701012308888e-06,21
8.7049627709650248e-07,22
